Number of training steps,Wasserstein distance,Comparison with
1095000,0.010400000000000003,Experts
1095000,0.006500000000000004,Experts
1095000,0.006110526315789478,Experts
1095000,0.006515789473684218,Experts
1095000,0.008089473684210528,Experts
1095000,0.010452631578947377,Experts
1095000,0.007710526315789479,Experts
1095000,0.008400000000000001,Experts
1095000,0.00971052631578948,Experts
1095000,0.007200000000000005,Experts
1095000,0.007700000000000007,Experts
1095000,0.008631578947368424,Experts
1095000,0.008110526315789474,Experts
1095000,0.007400000000000002,Experts
1095000,0.008015789473684217,Experts
1095000,0.006563157894736848,Experts
1095000,0.007384210526315792,Experts
1095000,0.007631578947368427,Experts
1095000,0.007810526315789476,Experts
1095000,0.007794736842105264,Experts
1095000,0.012231578947368428,Experts
1095000,0.005984210526315789,Experts
1095000,0.0057315789473684235,Experts
1095000,0.007747368421052635,Experts
1095000,0.012184210526315794,Experts
1095000,0.010378947368421052,Experts
1095000,0.008926315789473685,Experts
1095000,0.007805263157894739,Experts
1095000,0.011568421052631584,Experts
1095000,0.008115789473684217,Experts
1095000,0.007836842105263163,Experts
1095000,0.00863684210526316,Experts
1095000,0.006394736842105265,Experts
1095000,0.005736842105263162,Experts
1095000,0.006847368421052635,Experts
1095000,0.005621052631578951,Experts
1095000,0.00707368421052632,Experts
1095000,0.007963157894736847,Experts
1095000,0.008700000000000006,Experts
1095000,0.008384210526315798,Experts
1095000,0.007205263157894741,Experts
1095000,0.005605263157894739,Experts
1095000,0.008100000000000003,Experts
1095000,0.011631578947368429,Experts
1095000,0.007036842105263161,Experts
1095000,0.008026315789473687,Experts
1095000,0.007778947368421059,Experts
1095000,0.00802631578947369,Experts
1095000,0.006178947368421053,Experts
1095000,0.006168421052631586,Experts
1095000,0.006784210526315797,Experts
1095000,0.006494736842105265,Experts
1095000,0.005947368421052637,Experts
1095000,0.007900000000000006,Experts
1095000,0.006399999999999999,Experts
1095000,0.006900000000000005,Experts
1095000,0.006436842105263163,Experts
1095000,0.0074105263157894785,Experts
1095000,0.004610526315789473,Experts
1095000,0.00932105263157895,Experts
1095000,0.0063105263157894765,Experts
1095000,0.006326315789473683,Experts
1095000,0.004736842105263158,Experts
1095000,0.007373684210526321,Experts
1095000,0.007263157894736846,Experts
1095000,0.006457894736842109,Experts
1095000,0.0035157894736842147,Experts
1095000,0.007989473684210527,Experts
1095000,0.006963157894736845,Experts
1095000,0.006473684210526321,Experts
1095000,0.008963157894736843,Experts
1095000,0.006526315789473689,Experts
1095000,0.005915789473684215,Experts
1095000,0.007621052631578952,Experts
1095000,0.006378947368421056,Experts
1095000,0.007384210526315793,Experts
1095000,0.013657894736842108,Experts
1095000,0.00643684210526316,Experts
1095000,0.00573684210526316,Experts
1095000,0.008342105263157895,Experts
1095000,0.015847368421052634,Experts
1095000,0.007378947368421054,Experts
1095000,0.006363157894736846,Experts
1095000,0.006647368421052633,Experts
1095000,0.005742105263157894,Experts
1095000,0.008568421052631581,Experts
1095000,0.004278947368421053,Experts
1095000,0.007747368421052636,Experts
1095000,0.008689473684210532,Experts
1095000,0.005305263157894741,Experts
1095000,0.006615789473684215,Experts
1095000,0.00416842105263158,Experts
1095000,0.008078947368421054,Experts
1095000,0.007799999999999999,Experts
1095000,0.0073,Experts
1095000,0.00548947368421053,Experts
1095000,0.008131578947368424,Experts
1095000,0.008136842105263161,Experts
1095000,0.014284210526315795,Experts
1095000,0.007284210526315795,Experts
1095000,0.005526315789473687,New customers
1095000,0.009768421052631579,Closest expert
1095000,0.011594736842105267,New customers
